,Make,Seller,YearOfProd,Mileage (km),Color,Fuel,FuelCinCity,Gearbox,EngineVol (cm3),Horsepower,Post-accident,Seats,Doors,Price
2509,Porsche,Private person,2017,51000,Gray,Petrol,11,Automatic,2997,360,,5,5,46275.4
2510,Citroën,Private person,2010,147000,Red,Petrol,7,,1397,95,,5,5,4717.83
2511,Opel,Company,2005,287600,Black,Diesel,6,Manual,1686,100,0.0,5,5,2911.96
2512,Renault,Private person,2009,189000,Else,Petrol,"10,30",Manual,1598,112,0.0,5,5,4740.18
2513,Volkswagen,Private person,2017,74904,Gray,Diesel,,,1968,,,5,5,16907.45
2514,MINI,Private person,2012,133000,White,Petrol,"7,30",Manual,1598,184,0.0,4,3,9232.51
2515,Opel,Private person,2011,184175,Else,Petrol,6,,1229,86,,5,3,3724.6
2516,Suzuki,Private person,2016,137415,Red,Petrol,6,Manual,1586,120,0.0,5,5,14198.65
2517,Chrysler,Private person,2006,233160,Gray,Diesel,11,Automatic,2776,150,0.0,7,5,4063.21
2518,Ford,Company,2013,149870,Black,Diesel,,Automatic,1997,140,0.0,5,5,12799.1
2519,BMW,Private person,2012,211700,Black,Diesel,5,Manual,1598,116,0.0,5,5,8329.57
2520,Suzuki,Private person,2009,133560,Else,Petrol,8,Manual,1586,107,0.0,5,5,6659.14
2521,Opel,Company,2019,109100,Silver,Petrol,,Manual,1399,125,0.0,5,5,13002.26
2522,Opel,Company,2018,34861,Silver,Petrol,,Manual,1490,165,,5,5,16704.29
2523,Mercedes-Benz,Private person,2004,394500,Silver,Diesel,8,Automatic,3222,177,0.0,5,5,3814.9
2524,Toyota,Private person,2008,232000,Silver,,5,,1497,,,,5,7652.37
2525,Suzuki,Company,2022,8,Else,Hybrid,5,Manual,1373,129,0.0,5,5,25144.47
2526,Toyota,Private person,2008,233000,Gray,,5,,1497,,,,5,7562.08
2527,Audi,Private person,2013,229000,Black,Petrol,"13,10",,3993,,,5,4,22099.32
2528,Opel,Private person,2011,184175,Else,Petrol,6,,1229,86,,5,3,3724.6
2529,Suzuki,Private person,2016,137415,Red,Petrol,6,Manual,1586,120,0.0,5,5,14198.65
2530,Chrysler,Private person,2006,233160,Gray,Diesel,11,Automatic,2776,150,0.0,7,5,4063.21
2531,Ford,Company,2013,149870,Black,Diesel,,Automatic,1997,140,0.0,5,5,12799.1
2532,BMW,Private person,2012,211700,Black,Diesel,5,Manual,1598,116,0.0,5,5,8329.57
2533,Suzuki,Private person,2009,133560,Else,Petrol,8,Manual,1586,107,0.0,5,5,6659.14
2534,Opel,Company,2019,109100,Silver,Petrol,,Manual,1399,125,0.0,5,5,13002.26
2535,Opel,Company,2018,34861,Silver,Petrol,,Manual,1490,165,,5,5,16704.29
2536,Mercedes-Benz,Private person,2004,394500,Silver,Diesel,8,Automatic,3222,177,0.0,5,5,3814.9
2537,Toyota,Private person,2008,232000,Silver,,5,,1497,,,,5,7652.37
2538,Suzuki,Company,2022,8,Else,Hybrid,5,Manual,1373,129,0.0,5,5,25144.47
2539,Toyota,Private person,2008,233000,Gray,,5,,1497,,,,5,7562.08
2540,Audi,Private person,2013,229000,Black,Petrol,"13,10",,3993,,,5,4,22099.32
2541,Volvo,Private person,2005,265000,Black,Diesel,11,Automatic,2401,163,0.0,7,5,8329.57
2542,Kia,Private person,2010,109482,Black,Petrol,4,Manual,1396,90,0.0,5,5,6049.66
2543,Mazda,Private person,2018,110710,White,Petrol,,Manual,1998,165,0.0,5,5,22347.63
2544,Kia,Private person,2011,295000,Gray,Petrol,,,1998,163,,5,5,8916.48
2545,Audi,Private person,2018,78500,Black,Petrol,,Automatic,1984,190,0.0,5,4,28781.04
2546,Audi,Private person,2010,223643,Black,Diesel,7,Manual,1968,140,0.0,5,5,7010.0
2547,Volkswagen,Private person,2014,217000,Else,Diesel,"4,60",Automatic,1598,105,0.0,5,5,11038.37
2548,Audi,Private person,2017,173000,Black,Diesel,5,,1968,,,5,5,19977.43
2549,Kia,Company,2011,121449,White,Petrol,7,Manual,1591,135,0.0,5,5,11038.15
2550,Kia,Private person,2012,203000,Black,Diesel,,,1995,183,0.0,5,5,11038.37
2551,Volvo,Private person,2016,157960,Else,Diesel,6,Automatic,2400,190,0.0,5,5,25282.17
2552,Audi,Private person,2003,234000,Black,Petrol,"9,50",,1595,102,0.0,5,3,2911.96
2553,Honda,Private person,2017,80000,Gray,Petrol,6,Automatic,1498,130,0.0,5,5,18735.67
2554,Ford,Private person,2018,214313,White,Petrol+LPG,8,Manual,1596,105,,5,5,8577.88
2555,Mazda,Private person,2018,97002,Else,Petrol,,Automatic,2488,194,0.0,5,5,29119.64
2556,MINI,Private person,2009,187000,Silver,Petrol,7,,1598,120,0.0,4,3,4060.95
2557,Hyundai,Private person,2018,25000,White,Petrol,,,1248,,,5,5,8329.57
2558,BMW,Company,2021,27500,Black,Diesel,,Automatic,1995,190,0.0,5,,53476.3
2559,Toyota,Private person,2008,240000,Black,,5,,1497,,,,5,7787.81
2560,BMW,Company,2021,27500,Black,Diesel,,Automatic,1995,190,0.0,5,,53476.3
2561,Toyota,Private person,2008,240000,Black,,5,,1497,,,,5,7787.81
2562,Suzuki,Private person,2005,209688,Gray,Petrol,,Automatic,1490,99,0.0,5,5,4492.1
2563,Mitsubishi,Private person,2020,36000,White,,,,2268,,,,4,17810.38
2564,Ford,Private person,2017,89000,Else,Petrol,5,,998,125,,5,5,8329.57
2565,Opel,Private person,2011,158400,Gray,Petrol,8,,1364,,0.0,5,5,4512.42
2566,Mazda,Private person,2008,174000,Silver,Petrol,9,Manual,1798,120,0.0,5,5,5079.01
2567,Toyota,Private person,2007,230000,Silver,,5,,1497,,,,5,7336.34
2568,Mercedes-Benz,Private person,2013,88000,Black,Petrol,9,,3498,,,2,2,11286.46
2569,Mercedes-Benz,Private person,2002,400000,Else,,,,2685,,,,5,2099.32
2570,Kia,Private person,2013,137700,Brown,Diesel,"5,50",Manual,1685,116,0.0,5,5,8532.73
2571,Volkswagen,Private person,2012,159000,Black,Diesel,7,,1968,170,,5,5,11489.84
2572,Volkswagen,Company,2019,148900,Black,Diesel,,Automatic,1598,115,0.0,5,5,15756.21
2573,Toyota,Private person,2020,43800,White,Petrol,,,1598,132,,5,4,17268.62
2574,SsangYong,Private person,2011,129989,Black,Diesel,7,Manual,1998,175,0.0,5,5,6455.98
2575,Mercedes-Benz,Private person,2018,82400,White,Petrol,8,Automatic,1991,184,0.0,5,4,28194.13
2576,Volkswagen,Company,2018,122000,Else,Diesel,,Automatic,1968,204,0.0,7,5,41060.95
2577,Ford,Private person,2014,199856,White,Diesel,"5,10",Manual,1560,115,0.0,5,5,5846.5
2578,Mercedes-Benz,Company,2017,111000,Gray,Diesel,,Automatic,1950,195,,5,5,29774.27
2579,BMW,Company,2021,88000,Blue,Diesel,5,Automatic,1995,190,,5,5,39954.4
2580,Mercedes-Benz,Company,2018,97000,Black,Diesel,,Automatic,1950,195,,5,5,30925.28
2581,Daewoo,Private person,1997,82977,Green,Petrol,,Manual,1796,95,0.0,5,4,2257.11
2582,Kia,Private person,2017,109000,Blue,Petrol,"5,90",Manual,1248,84,0.0,5,5,11264.11
2583,BMW,Company,2021,55000,White,Diesel,,Automatic,1995,190,0.0,5,5,38374.27
2584,Volkswagen,Private person,2016,240000,Silver,Diesel,5,Automatic,1968,150,0.0,5,5,9930.02
2585,Opel,Private person,2008,73000,Blue,Petrol,6,Manual,1242,86,0.0,5,5,4176.07
2586,Citroën,Private person,2009,246000,Else,Petrol,12,Manual,1769,125,,5,5,3137.7
2587,Hyundai,Private person,2012,154000,Gray,Petrol,8,,1591,135,,5,5,8781.04
2588,Volkswagen,Private person,2021,29900,Black,Petrol,,Manual,999,110,0.0,5,5,19616.25
2589,Ford,Private person,2012,229000,Black,Petrol,"7,60",,1596,150,0.0,5,5,6072.23
2590,BMW,Private person,2012,238864,Black,Diesel,"7,70",Manual,2993,245,0.0,5,2,15553.05
2591,BMW,Private person,2019,144800,Black,Diesel,4,Automatic,1995,190,0.0,5,5,29683.97
2592,BMW,Private person,2017,157761,White,Petrol,12,Automatic,4395,462,0.0,5,4,43792.33
2593,Hyundai,Company,2019,83500,White,Petrol,,Manual,1248,84,0.0,5,5,11218.96
2594,Volkswagen,Private person,2020,29500,Gray,Petrol,,,1984,,,5,5,37223.48
2595,Mercedes-Benz,Company,2019,178897,Gray,Diesel,,Automatic,2000,194,0.0,5,5,36320.54
2596,Hyundai,Company,2022,9100,Else,Diesel,,,1598,136,,5,5,29097.07
2597,Ford,Private person,2009,251000,Silver,Diesel,6,Manual,1997,140,0.0,5,5,4266.37
2598,Citroën,Private person,2005,110222,Silver,Petrol,9,Manual,1587,110,0.0,5,3,2009.03
2599,Peugeot,Private person,2015,227264,Black,Diesel,5,Automatic,1997,180,0.0,5,5,10812.64
2600,Porsche,Company,2023,10,Else,Petrol,,Automatic,1984,265,0.0,5,5,81407.45
2601,Mercedes-Benz,Private person,2008,139000,Black,Diesel,6,Manual,1991,109,0.0,5,5,4266.37
2602,Mercedes-Benz,Private person,2014,102400,Gray,Petrol,7,Manual,1595,122,,5,5,17268.62
2603,Renault,Private person,2016,125700,Silver,Petrol,,Automatic,1618,150,0.0,5,5,15778.78
2604,Opel,Private person,2012,245977,Silver,,"6,50",,1956,,,7,5,7900.68
2605,Toyota,Company,2019,163200,White,Diesel,,Manual,1997,150,0.0,9,4,24785.33
2606,Audi,Company,2020,95000,Red,Petrol,,Automatic,1498,150,0.0,5,5,33814.9
2607,Audi,Private person,2022,16000,Black,Petrol,,Automatic,1984,190,0.0,5,,54401.81
2608,Audi,Private person,2014,92300,Red,Petrol,8,Automatic,1984,230,,4,2,26636.57
2609,Volvo,Private person,2010,196350,Gray,Diesel,7,Manual,1998,136,0.0,,5,5169.3
2610,LandRover,Private person,2010,270000,Black,Diesel,11,,2720,190,0.0,7,5,7900.45
2611,Dacia,Private person,2014,270000,White,Petrol+LPG,9,Manual,1598,84,0.0,5,5,5553.05
2612,Audi,Private person,2013,169000,Else,Petrol,10,,2995,310,,5,4,21218.96
2613,BMW,Private person,2006,325000,Gray,Diesel,11,,2993,218,,5,5,7200.9
2614,Mazda,Private person,2018,37500,Black,Petrol,,Automatic,2488,194,0.0,5,4,27314.9
2615,Hyundai,Company,2017,99100,Red,Diesel,5,Manual,1685,115,,5,5,16455.98
2616,Opel,Private person,2017,30000,Green,Petrol,7,Manual,1490,165,0.0,5,5,17584.65
2617,Audi,Private person,2017,98000,White,,9,,1984,,,5,5,20654.63
2618,Audi,Private person,2018,91000,Black,Diesel,4,Automatic,1968,190,0.0,5,4,26388.26
2619,Opel,Private person,2010,247234,Gray,Diesel,"6,50",Manual,1956,160,0.0,5,5,5846.5
2620,Audi,Private person,2010,157000,Else,Diesel,,,1968,136,,5,4,8916.48
2621,Volkswagen,Private person,2005,253000,Gray,Diesel,,Manual,1896,105,,5,5,2889.39
2622,Kia,Private person,2009,102600,Else,Diesel,5,,1582,116,0.0,5,5,4943.57
2623,Dacia,Private person,2019,20520,Brown,Petrol,,Manual,1332,130,0.0,5,5,14514.67
2624,Mercedes-Benz,Private person,2020,30779,Gray,Petrol,,Automatic,1991,421,0.0,5,5,62121.9
2625,BMW,Private person,2013,204100,Else,,11,,4395,,,5,4,14672.69
2626,AlfaRomeo,Private person,2019,49000,Black,Petrol,"8,60",Automatic,1995,280,,5,4,26591.42
2627,MINI,Company,2008,240000,Gray,Diesel,6,Manual,1560,110,0.0,4,3,5620.77
2628,Nissan,Private person,2015,93000,Claret,,,,1197,,,5,5,11264.11
2629,Lexus,Private person,2012,235000,Black,,,,2500,,,5,4,14514.67
2630,Opel,Private person,2009,197000,Gray,Petrol,13,,1998,220,0.0,5,5,7336.34
2631,Toyota,Private person,2016,60000,White,Petrol,"7,30",Manual,1197,116,,5,5,16884.88
2632,Toyota,Private person,2021,14835,Black,Hybrid,,Automatic,2487,177,0.0,5,5,46207.67
2633,Opel,Private person,2018,55000,Silver,Diesel,4,,1560,120,,5,5,17336.34
2634,Ford,Private person,2011,236400,Else,Diesel,"7,40",Automatic,1997,140,0.0,7,5,7674.72
2635,Audi,Private person,2012,194000,Black,Petrol,"7,30",,1390,,,5,5,3589.16
2636,Volvo,Private person,2015,190000,Black,Diesel,,,1969,,0.0,5,5,10135.44
2637,Citroën,Private person,2009,522344,Else,Diesel,6,Manual,1997,163,,5,5,2595.94
2638,Toyota,Company,2018,61200,Red,Petrol,,Manual,1496,111,0.0,5,5,12392.78
2639,BMW,Private person,2018,151144,Else,Diesel,5,Automatic,1995,190,0.0,5,5,30451.47
2640,Mitsubishi,Private person,2020,52000,Blue,Petrol,,Automatic,1998,150,,5,5,18036.12
2641,Audi,Company,2020,99000,Black,Diesel,,Automatic,2967,349,0.0,5,5,63160.27
2642,Volkswagen,Private person,2011,249000,Red,Petrol,"6,80",,1198,70,0.0,5,5,5169.3
2643,Volkswagen,Private person,2015,191000,Else,Diesel,"6,70",Automatic,1968,177,0.0,7,5,18713.32
2644,Citroën,Private person,2007,168000,Black,Petrol,7,,1997,140,0.0,5,5,6771.78
2645,Seat,Private person,2010,168000,Black,Petrol,6,,1197,105,,5,5,4717.83
2646,Lexus,Private person,2021,6200,White,Petrol,10,Automatic,1998,238,,5,5,37246.05
2647,Toyota,Private person,2012,153800,White,Petrol,9,Manual,1987,152,,5,4,12167.04
2648,Porsche,Company,2022,10,Black,Electric,,Automatic,,571,0.0,5,4,141853.05
2649,Nissan,Private person,2017,65552,Gray,Petrol,,Manual,1618,163,0.0,5,5,19187.13
2650,Hyundai,Private person,2017,136200,Brown,Petrol,,Manual,1248,84,0.0,5,5,9887.13
2651,Mercedes-Benz,Private person,2018,80000,Black,Petrol,8,Automatic,1991,211,0.0,5,5,35817.16
2652,BMW,Private person,2013,204500,Else,Diesel,"5,70",Automatic,1995,184,0.0,5,4,14650.11
2653,Mazda,Private person,2021,6500,Else,Petrol,,,2488,186,,5,5,20902.93
2654,Citroën,Private person,2005,181400,Black,Petrol,5,Manual,998,68,0.0,4,3,1986.46
2655,Kia,Company,2023,5,Green,Petrol,,Automatic,1482,160,0.0,5,5,29435.67
2656,Kia,Company,2023,5,Green,Petrol,,Automatic,1482,160,0.0,5,5,29435.67
2657,Audi,Private person,2009,329777,Gray,Diesel,"5,60",Manual,1968,120,,5,5,5530.47
2658,Volvo,Company,2016,151000,White,Diesel,,Automatic,2400,220,0.0,5,5,27065.46
2659,Volvo,Company,2019,83000,White,Diesel,,Automatic,1969,190,0.0,5,5,39029.35
2660,Ford,Private person,2013,177258,Black,Diesel,,Manual,1997,163,,5,5,10383.75
2661,Opel,Private person,2015,202000,Blue,Diesel,,Manual,1248,90,0.0,5,5,7426.64
2662,Suzuki,Private person,2013,76300,Brown,Petrol,7,,1586,120,0.0,5,5,8307.0
2663,Toyota,Private person,2012,233901,Black,,3,,1798,,,5,5,9819.41
2664,Volkswagen,Private person,2020,47850,White,Diesel,,Automatic,2967,286,0.0,5,5,69954.85
2665,BMW,Company,2022,2,Black,Diesel,,,1995,190,0.0,,4,58690.74
2666,Volvo,Company,2021,25000,Black,Hybrid,,Automatic,1969,455,0.0,7,5,90270.88
2667,Volvo,Private person,2013,178985,Gray,,,,3192,,,5,5,15101.58
2668,Citroën,Private person,2019,56630,Else,Petrol,,,1199,,,5,5,8013.54
2669,Volvo,Company,2019,56000,Blue,Petrol,,Automatic,1969,190,0.0,5,5,38352.14
2670,Volkswagen,Private person,2018,126000,White,Diesel,,Automatic,2967,286,0.0,5,5,77742.66
2671,Nissan,Private person,2012,68000,White,Petrol,,,1598,116,0.0,5,5,10135.44
2672,Volvo,Company,2018,193000,Gray,Petrol,,Automatic,1969,254,0.0,5,5,26839.73
2673,Renault,Private person,2011,102800,Black,Petrol,8,,1397,130,0.0,5,5,6501.13
2674,Audi,Private person,2017,319500,Else,Diesel,5,,1968,190,0.0,5,5,21331.83
2675,Mazda,Private person,2013,211000,White,Diesel,5,Manual,2191,150,0.0,5,5,7810.38
2676,Volkswagen,Private person,2018,57500,White,Petrol,6,Automatic,1498,150,0.0,5,5,27764.79
2677,Mercedes-Benz,Private person,2014,123000,White,Petrol,8,Automatic,1991,184,0.0,5,5,19616.25
2678,Hyundai,Company,2017,46000,Red,Petrol,7,Manual,1591,132,,5,5,11715.58
2679,BMW,Company,2018,158000,Else,Diesel,,Automatic,1995,190,0.0,5,5,21647.86
2680,Volvo,Company,2019,51000,Black,Petrol,,Automatic,1969,190,0.0,5,5,36094.81
2681,Fiat,Private person,1996,112000,Red,Petrol,,,1108,55,,5,3,902.71
2682,Dacia,Private person,2019,25800,Black,Petrol,,Manual,1598,114,0.0,5,5,13769.75
2683,BMW,Private person,2006,233221,Gray,Diesel,9,Manual,1995,150,0.0,5,5,5372.46
2684,BMW,Private person,2006,254120,Black,,7,,1995,,,5,5,3273.14
2685,Audi,Private person,2003,248773,Black,,,,1781,,,5,5,2911.96
2686,Volvo,Company,2019,139488,Blue,Diesel,,Automatic,1969,150,0.0,5,5,18036.12
2687,Jeep,Private person,2018,144000,Blue,Petrol,,,1368,170,,5,5,18848.76
2688,Jeep,Private person,2018,144000,Blue,Petrol,,,1368,170,,5,5,18848.76
2689,Mercedes-Benz,Private person,2021,9819,Gray,Diesel,,Automatic,1950,194,0.0,5,5,56501.13
2690,Volvo,Company,2022,15600,White,Electric,,Automatic,,231,0.0,5,5,56410.84
2691,Volvo,Company,2020,124000,Gray,Diesel,,Automatic,1969,235,0.0,5,5,54153.5
2692,Opel,Company,2018,35000,White,Petrol,7,Manual,1364,140,,5,5,15327.31
2693,Opel,Company,2017,81330,White,Diesel,,,1598,,,5,4,8857.11
2694,Volvo,Company,2023,1,Gray,Diesel,,Automatic,1969,197,0.0,5,5,53024.83
2695,Porsche,Company,2023,1,Else,Petrol,,Automatic,1984,265,0.0,5,5,71777.88
2696,Volkswagen,Company,2022,5,Gray,Petrol,,Manual,999,110,0.0,5,5,24808.13
2697,Volkswagen,Company,2023,1,White,Petrol,,Automatic,1984,190,0.0,5,5,56185.1
2698,Volkswagen,Company,2023,1,Gray,Petrol,,Automatic,1498,150,0.0,5,5,32415.35
2699,Audi,Company,2023,1,Black,Petrol,,Automatic,3996,600,0.0,5,5,176004.51
2700,Volkswagen,Company,2022,1,Red,Electric,,Automatic,,204,0.0,5,5,55914.22
2701,Volkswagen,Company,2023,1,Gray,Petrol,,Automatic,1984,190,0.0,5,5,49864.56
2702,Volkswagen,Company,2022,1,Blue,Diesel,,Automatic,1968,200,0.0,5,5,55191.87
2703,Volkswagen,Company,2022,1,Red,Electric,,Automatic,,204,0.0,5,5,61828.44
2704,Volkswagen,Company,2022,1,White,Petrol,,Manual,1498,150,0.0,5,5,26749.44
2705,Volvo,Company,2018,39000,Black,Diesel,,Manual,1969,150,0.0,5,5,21647.86
2706,BMW,Private person,2011,210000,Gray,Diesel,"5,40",Manual,1995,143,0.0,5,5,3600.45
2707,BMW,Private person,2017,127500,Black,Diesel,5,Automatic,1995,190,0.0,5,4,30225.73
2708,Audi,Private person,2008,294191,Else,Diesel,11,,2967,,,5,5,6501.13
2709,Audi,Private person,2008,198000,Else,Diesel,14,Automatic,2967,233,0.0,7,5,14198.65
2710,Volkswagen,Private person,2015,221000,Gray,Diesel,"5,40",Automatic,1968,190,0.0,5,5,15575.62
2711,Dacia,Private person,2012,132400,Claret,Petrol,9,,1598,,0.0,,5,5395.03
2712,Chevrolet,Private person,2016,121999,Black,Petrol,12,,3600,323,,4,2,23927.77
2713,Peugeot,Private person,2019,140000,Black,Diesel,"5,30",Automatic,1997,177,0.0,5,5,24808.13
2714,BMW,Private person,2014,230000,Else,Diesel,5,,1995,143,0.0,5,5,10361.17
2715,Volvo,Company,2018,43000,Gray,Petrol,,Manual,1498,152,0.0,5,5,20293.45
2716,Ford,Private person,2011,208000,White,Diesel,6,,1997,,,5,5,6907.45
2717,Volvo,Company,2017,175000,Blue,Diesel,,Automatic,1969,150,0.0,5,5,16455.98
2718,Audi,Company,2023,10,Gray,Petrol,,Automatic,1984,150,0.0,5,4,37562.08
2719,Audi,Company,2023,10,Blue,Diesel,,Automatic,1968,204,0.0,5,4,45169.3
2720,Peugeot,Private person,2012,174000,Else,Diesel,6,,1997,,0.0,5,5,7562.08
2721,Chrysler,Company,2021,2300,White,Petrol,,,3605,,,7,5,44018.06
2722,Kia,Private person,2010,198000,White,,6,,1685,,,5,5,9819.19
2723,Kia,Private person,2014,160000,Brown,Diesel,5,Manual,1685,115,0.0,5,5,12753.95
2724,Mercedes-Benz,Private person,2017,40000,White,Petrol,8,Manual,1595,156,0.0,5,5,18690.74
2725,BMW,Private person,2010,210000,Black,Petrol,"8,10",Manual,1995,143,0.0,5,5,6072.23
2726,Nissan,Company,2022,3,Gray,Petrol,,Manual,1333,130,0.0,2,5,24942.89
2727,Volkswagen,Private person,2017,78000,Blue,Petrol,,Automatic,1984,310,0.0,5,5,31930.02
2728,BMW,Private person,2006,430000,Black,Diesel,8,,1995,163,,5,5,3589.16
2729,Chevrolet,Private person,2011,113224,Gray,Diesel,8,Manual,1991,150,0.0,5,5,7404.06
2730,Subaru,Private person,2010,278629,Blue,Diesel,,,1998,147,,5,5,3160.27
2731,Volkswagen,Private person,2005,315000,Green,,,,2460,,,5,5,5733.63
2732,MINI,Private person,2008,191000,Black,Petrol,11,Manual,1598,210,0.0,4,2,8239.28
2733,Mercedes-Benz,Company,2020,40400,White,Petrol,,Automatic,2996,390,0.0,4,2,81241.53
2734,BMW,Private person,2015,123000,White,Diesel,7,Automatic,2993,381,0.0,5,5,41647.86
2735,Audi,Company,2023,5,Gray,Electric,,Automatic,,204,0.0,5,5,71670.43
2736,Toyota,Private person,2011,213564,Else,Diesel,7,Manual,1998,126,,5,5,7426.64
2737,Fiat,Private person,2009,196000,Brown,Petrol,7,,1368,,,5,5,4266.37
2738,Peugeot,Private person,2015,100000,Brown,Petrol,8,Automatic,1598,120,0.0,5,5,10835.21
2739,Audi,Private person,2011,261000,Black,Diesel,7,,2967,245,,5,4,15124.15
2740,BMW,Private person,2019,93000,Black,Diesel,5,Automatic,1995,150,0.0,5,5,21218.74
2741,Kia,Private person,2015,78720,Else,Petrol,6,,1591,135,0.0,5,5,10203.16
2742,Ford,Private person,2011,220000,Black,Diesel,6,Manual,1560,115,,5,5,5756.21
2743,Toyota,Company,2016,164963,Red,Diesel,"9,50",Automatic,2393,150,,5,4,30474.04
2744,Jeep,Private person,2003,297000,Green,Petrol,,,3964,,,4,2,12392.78
2745,Volkswagen,Private person,2018,254000,Gray,Diesel,"4,90",Manual,1968,150,0.0,5,4,14379.23
2746,Volkswagen,Private person,2012,213324,Gray,Diesel,"5,50",Manual,1598,105,0.0,5,5,9480.59
2747,Volkswagen,Private person,2011,310000,Black,Diesel,"5,50",,1598,,,5,5,8690.74
2748,Peugeot,Private person,2011,198000,Gray,Diesel,6,,1560,92,,5,5,5823.93
2749,BMW,Private person,2013,168456,Black,,,,1995,,,,5,13972.91
2750,Mercedes-Benz,Private person,2005,230000,Silver,Petrol,12,,1796,143,0.0,5,4,3273.14
2751,Opel,Private person,2014,88235,Black,Diesel,4,Manual,1598,136,0.0,5,5,7990.74
2752,Audi,Private person,2019,37000,Black,Diesel,7,,2967,,,5,5,62979.68
2753,Audi,Company,2022,10,Red,Petrol,,Automatic,1984,319,0.0,4,2,66958.47
2754,Skoda,Company,2013,250000,Brown,Diesel,5,Manual,1598,105,0.0,5,5,7313.77
2755,Volkswagen,Private person,2010,187000,Brown,Diesel,"7,60",,1968,140,0.0,,5,9390.52
2756,Skoda,Private person,2018,47000,Gray,Petrol,5,Manual,999,110,0.0,5,5,13995.49
2757,Ford,Private person,2013,229141,Silver,Diesel,7,Automatic,1997,140,0.0,5,5,7223.25
2758,Seat,Private person,2004,178000,Black,Petrol,"10,30",Manual,1598,105,0.0,5,5,2460.5
2759,Mercedes-Benz,Company,2021,33730,Black,Petrol,,Automatic,1332,163,0.0,5,5,36094.81
2760,Ford,Company,2018,159961,White,Diesel,,Manual,1498,120,,5,5,13521.44
2761,Mercedes-Benz,Company,2021,33348,Red,Diesel,,Automatic,1950,194,0.0,5,,51896.16
2762,Suzuki,Private person,2005,76000,Blue,Petrol,5,,1061,63,,5,5,812.64
2763,Ford,Private person,2017,38900,White,Petrol,,Automatic,4951,421,0.0,4,2,58690.74
2764,BMW,Private person,2019,26500,White,Diesel,,Automatic,2993,400,0.0,7,5,112866.82
2765,Audi,Private person,2011,350000,Black,Diesel,"6,70",,2967,204,0.0,5,4,21837.25
2766,Audi,Private person,2014,267000,Else,Diesel,7,Manual,1968,150,0.0,5,5,10158.01
